Player,Age,Team,Pos,GP,ATOI,G,A,PTS,S,SV,SavePer,FloStrength,Value,yearID,PlusMinus
Andy McDonald,31,STL,C,685,8.82,182,307,489,1666,NA,NA,0.632,13.969999999999999,2009,5
Andy Moog,37,MTL,G,692,56.44,NA,NA,NA,NA,16743,0.89,0.445,14.04,1998,NA
Andy Schliebener,19,VAN,D,73,0,2,11,13,81,NA,NA,-1.267,-3.1900000000000004,1982,-22
Andy Spruce,22,VAN,LW,172,0,31,42,73,229,NA,NA,-0.371,-2.06,1977,-45
Andy Sutton,33,NYI,D,676,6.56,38,112,150,687,NA,NA,-0.075,-1.7400000000000004,2009,-20
Andy Welinski,25,ANA,D,39,15.7,1,3,4,48,NA,NA,-0.879,-1.1800000000000002,2019,-1
Andy Wozniewski,25,TOR,D,76,8.95,2,10,12,50,NA,NA,0.022,0.06000000000000005,2006,-4
Anson Carter,23,BOS,C,674,0,202,219,421,1331,NA,NA,0.878,19.12,1998,-12
Anssi Melametsä,24,WPG,LW,27,0,0,3,3,20,NA,NA,-1.483,-1.29,1986,-5
Anssi Salmela,24,WPG,D,112,15.74,4,17,21,139,NA,NA,-0.799,-3.09,2009,-11
Antero Lehtonen,25,WSH,LW,65,0,9,12,21,101,NA,NA,-0.725,-1.52,1980,-3
Antero Niittymäki,28,PHI,G,242,56.44,NA,NA,NA,NA,6161,0.9,-0.025,-0.18999999999999984,2009,NA
Anthony Beauvillier,19,NYI,LW,591,15.1,125,133,258,1130,NA,NA,-0.298,-5.68,2017,-20
Anthony Bitetto,27,NSH,D,125,13.96,3,18,21,110,NA,NA,-0.766,-3.31,2018,-6
Anthony Cirelli,20,TBL,C,468,17.31,112,154,266,800,NA,NA,0.077,1.17,2018,109
Anthony Duclair,21,ARI,LW,575,14.5,149,160,309,1071,NA,NA,0.142,2.6399999999999997,2017,36
Anthony Mantha,22,DET,RW,497,16.31,144,156,300,1125,NA,NA,0.312,5.01,2017,-7
Anthony Richard,28,PHI,C,7,11.92,2,4,6,10,NA,NA,0,0,2025,4
Anthony Stewart,26,WPG,C,80,14.97,14,25,39,141,NA,NA,-0.289,-0.74,2011,-10
Anthony Stolarz,25,EDM,G,117,52.49,NA,NA,NA,NA,2929,0.92,0.798,4.68,2019,NA
Antoine Roussel,27,DAL,LW,492,13.67,70,96,166,647,NA,NA,-0.658,-10.44,2017,-19
Antoine Vermette,34,ANA,C,1046,14.04,228,287,515,1836,NA,NA,0.053,1.77,2017,-49
Anton Babchuk,24,CAR,D,277,11.21,36,68,104,426,NA,NA,0.941,8.99,2009,16
Anton Belov,27,EDM,D,57,16.68,1,6,7,54,NA,NA,-0.803,-1.58,2014,-12
Anton Forsberg,25,CHI,G,160,53.18,NA,NA,NA,NA,4122,0.9,-0.01,0.24999999999999992,2018,NA
Anton Khudobin,30,BOS,G,234,56.26,NA,NA,NA,NA,5986,0.92,0.403,4.96,2017,NA
Anton Lander,22,EDM,C,126,13.3,7,17,24,133,NA,NA,-1.329,-5.41,2014,-31
Anton Lindholm,22,COL,D,60,13.49,0,4,4,29,NA,NA,-1.223,-2.5300000000000002,2017,-4
Anton Lundell,20,FLA,C,256,16.04,52,86,138,527,NA,NA,-0.23,-1.91,2022,56
Anton Strålman,31,TBL,D,954,19.47,63,238,301,1319,NA,NA,0.257,8.459999999999999,2018,63
Anton Volchenkov,26,OTT,D,696,12.26,19,114,133,719,NA,NA,-0.042,-1.0199999999999998,2009,73
Anton Šťastný,21,COL,LW,614,3.46,NA,NA,NA,NA,NA,NA,1.084,21.72,1981,NA
Anton<a7>ois Beauchemin,30,TBL,D,179,21.6,11,36,47,284,NA,NA,0.219,1.35,2017,-10
Antti Aalto,23,ANA,C,148,0,11,17,28,181,NA,NA,-0.963,-4.59,1999,-24
Antti Laaksonen,26,BOS,LW,472,0,80,85,165,646,NA,NA,-0.137,-2.08,2000,-10
Antti Miettinen,28,MIN,RW,494,10.95,92,125,217,956,NA,NA,-0.352,-5.63,2009,-19
Antti Niemi,33,DAL,G,461,56.67,NA,NA,NA,NA,11538,0.91,-0.076,-1.06,2017,NA
Antti Raanta,27,NYR,G,277,54.45,NA,NA,NA,NA,6685,0.91,0.39,5.7299999999999995,2017,NA
Antti Törmänen,25,OTT,RW,50,0,7,8,15,68,NA,NA,-0.521,-0.84,1996,-15
Antti-Jussi Niemi,23,ANA,D,28,0,1,1,2,18,NA,NA,-1.099,-1.06,2001,-6
Anže Kopitar,29,LAK,C,1421,19.68,430,822,1252,3253,NA,NA,1.128,51.7,2017,127
Arber Xhekaj,22,MTL,D,132,15.52,9,19,28,179,NA,NA,-0.093,-0.42,2023,-4
Archie Henderson,25,CAR,RW,15,0,2,1,3,7,NA,NA,-1.08,-0.52,1983,-2
Ari Haanpää,20,NYI,RW,59,0,6,11,17,61,NA,NA,-0.872,-1.6600000000000001,1986,10
Aris Brimanis,27,NYI,D,104,0,2,11,13,96,NA,NA,-0.887,-3.18,2000,-18
Arnie Brown,26,NYR,D,484,0,40,113,153,923,NA,NA,-0.067,-1.1299999999999994,1968,-59
Arron Asham,21,MTL,RW,414,0,58,67,125,497,NA,NA,-0.371,-4.95,2000,-22
Arshdeep Bains,24,VAN,F,11,10.93,1,0,1,7,NA,NA,-1.199,-0.43,2025,-4
Art Stratton,32,PHI,C,70,0,16,25,41,122,NA,NA,0.132,0.3,1968,-10
Artem Anisimov,28,CHI,C,770,15.97,180,196,376,1379,NA,NA,0.063,1.5499999999999998,2017,-17
Artem Chubarov,20,VAN,C,227,0,25,33,58,297,NA,NA,-0.682,-4.9799999999999995,2000,-2
Artem Zub,25,OTT,D,264,20.26,17,56,73,274,NA,NA,0.182,1.66,2021,4
Artemi Panarin,25,CHI,LW,710,19.68,281,543,824,1930,NA,NA,1.998,45.769999999999996,2017,149
Arthur Kaliyev,20,LAK,RW,80,12.65,14,13,27,194,NA,NA,-0.688,-1.78,2022,-3
Arto Blomsten,28,WPG,D,18,0,0,2,2,15,NA,NA,-0.958,-0.59,1994,-6
Arto Javanainen,25,PIT,LW,14,0,4,1,5,20,NA,NA,-0.511,-0.23,1985,2
Arttu Ruotsalainen,23,BUF,F,17,13.98,5,1,6,28,NA,NA,-0.424,-0.23,2021,-9
Artturi Lehkonen,21,MTL,LW,550,16.31,131,132,263,1187,NA,NA,-0.194,-3.4299999999999997,2017,33
Arturs Silovs,23,VAN,G,7,52.14,NA,NA,NA,NA,138,0.85,-2.712,-1.03,2025,NA
Artūrs Irbe,30,VAN,G,558,56.45,NA,NA,NA,NA,13315,0.89,-0.04,-0.3400000000000001,1998,NA
Arvid Söderblom,23,CHI,G,33,56.44,NA,NA,NA,NA,880,0.9,-0.037,0.08000000000000002,2023,NA
Ashton Sautner,24,VAN,D,17,14.55,0,1,1,21,NA,NA,-1.13,-0.66,2019,-2
Austin Czarnik,24,BOS,C,49,13.02,5,8,13,66,NA,NA,-1.108,-1.75,2017,-10
Austin Strand,23,LAK,D,13,13.85,0,1,1,11,NA,NA,-0.038,-0.02,2021,2
Austin Watson,25,NSH,LW,190,12.79,26,26,52,250,NA,NA,-0.935,-5.7299999999999995,2017,27
Auston Matthews,19,TOR,C,589,19.83,381,298,679,2383,NA,NA,2.779,52.8,2017,145
Aut Erickson,30,CLE,D,65,0,4,11,15,67,NA,NA,-0.012,-0.03,1968,-18
B.J. Crombeen,23,STL,RW,240,12.87,26,25,51,357,NA,NA,-1.309,-10.14,2009,-32
Barclay Goodrow,26,TBL,RW,404,14.8,44,82,126,484,NA,NA,-0.929,-12.11,2020,-10
Barclay Plager,26,STL,D,612,0,44,186,230,828,NA,NA,0.425,8.959999999999999,1968,60
Barret Jackman,27,STL,D,875,14.57,29,157,186,880,NA,NA,-0.075,-2.2600000000000002,2009,54
Barrett Hayton,21,ARI,C,214,16.68,39,55,94,379,NA,NA,-0.448,-3.09,2022,-21
Barrie Moore,21,EDM,LW,35,0,2,6,8,43,NA,NA,-0.855,-0.97,1997,1
Barry Ashbee,31,PHI,D,270,0,15,67,82,328,NA,NA,0.317,2.9499999999999997,1971,56
Barry Beck,20,NJD,D,615,0,104,251,355,1478,NA,NA,0.972,20.619999999999997,1978,31
Barry Boughner,23,CLE,LW,16,0,0,0,0,7,NA,NA,-1.657,-0.86,1971,-3
Barry Cummins,25,CLE,D,36,0,1,2,3,28,NA,NA,-1.557,-1.93,1974,-34
Barry Dean,21,NJD,LW,165,0,25,56,81,260,NA,NA,-0.4,-2.13,1977,-14
Barry Gibbs,19,BOS,D,789,0,58,224,282,1343,NA,NA,-0.216,-5.88,1968,-112
Barry Legge,25,COL,D,107,0,1,11,12,52,NA,NA,-1.153,-4.26,1980,-37
Barry Long,24,LAK,D,275,0,11,66,77,399,NA,NA,-0.308,-2.92,1973,-56
Barry Melrose,23,WPG,D,300,0,10,23,33,236,NA,NA,-1.336,-13.83,1980,-119
Barry Pederson,20,BOS,C,692,0,237,412,649,1469,NA,NA,0.585,13.05,1982,69
Barry Potomski,23,LAK,LW,59,0,6,4,10,41,NA,NA,-0.825,-1.5699999999999998,1996,-15
Barry Richter,28,NYI,D,145,0,11,33,44,203,NA,NA,0.202,1.02,1999,-16
Barry Salovaara,27,DET,D,90,0,2,13,15,76,NA,NA,-0.433,-1.35,1975,-19
Barry Smith,20,BOS,C,114,0,7,7,14,67,NA,NA,-1.458,-5.35,1976,-18
Barry Wilcox,24,VAN,RW,31,0,3,2,5,52,NA,NA,-1.227,-1.23,1973,-10
Barry Wilkins,23,VAN,D,410,0,26,125,151,521,NA,NA,0.256,3.62,1971,-52
Bart Crashley,21,DET,D,132,0,7,35,42,168,NA,NA,0.445,2.02,1968,-20
Basil McRae,21,COL,LW,560,0,53,83,136,601,NA,NA,-0.846,-15.28,1982,-95
Bates Battaglia,22,CAR,C,567,0,80,118,198,746,NA,NA,-0.238,-4.35,1998,-28
Beau Bennett,25,NJD,RW,161,13.06,18,34,52,239,NA,NA,-0.929,-4.83,2017,1
Beck Malenstyn,25,WSH,LW,121,13.01,10,19,29,133,NA,NA,-1.111,-4.34,2024,-5
Behn Wilson,20,PHI,D,601,0,98,261,359,1240,NA,NA,0.575,11.91,1979,57
Ben Bishop,30,LAK,G,390,56.85,NA,NA,NA,NA,9985,0.92,0.787,14.22,2017,NA
Ben Chiarot,25,WPG,D,680,19.14,42,122,164,943,NA,NA,-0.282,-6.61,2017,-42
Ben Clymer,21,TBL,D,438,0,52,77,129,700,NA,NA,-0.487,-7.109999999999999,2000,-64
Ben Eager,22,PHI,LW,88,0,9,10,19,69,NA,NA,-0.743,-2.11,2006,-13
Ben Guite,30,COL,RW,168,9.94,19,26,45,229,NA,NA,-1.039,-5.640000000000001,2009,-1
Ben Hankinson,24,NJD,RW,39,0,1,2,3,40,NA,NA,-1.203,-1.51,1994,-5
Ben Harpur,23,OTT,D,187,15.61,2,18,20,156,NA,NA,-1.361,-8.77,2018,-42
Ben Hutton,23,VAN,D,514,18.71,24,98,122,822,NA,NA,-0.531,-9.41,2017,-63
Ben Jones,25,MIN,F,22,8.67,0,0,0,19,NA,NA,-1.551,-1.1,2025,0
Ben Lovejoy,32,NJD,D,542,18.02,20,81,101,716,NA,NA,-0.168,-3.13,2017,51
Ben Meyers,26,SEA,F,6,8.37,0,0,0,3,NA,NA,0,0,2025,-2
Ben Ondrus,23,TOR,LW,38,0,0,2,2,24,NA,NA,-1.291,-1.5899999999999999,2006,-15
Ben Scrivens,25,TOR,G,144,55.26,NA,NA,NA,NA,3708,0.91,-0.643,-4.04,2012,NA
Ben Simon,25,WPG,C,65,0,3,0,3,37,NA,NA,-1.287,-2.6999999999999997,2004,-14
Ben Smith,25,CHI,RW,177,12.8,23,23,46,199,NA,NA,-0.861,-4.91,2014,7
Ben Street,31,ANA,C,21,12.07,3,2,5,19,NA,NA,-0.951,-0.64,2019,-4
Bengt Lundholm,26,WPG,LW,275,0,48,95,143,280,NA,NA,-0.359,-3.1799999999999997,1982,10
Bengt-Åke Gustafsson,21,WSH,C,578,0,182,330,512,1139,NA,NA,0.584,10.89,1980,32
Benn Ferriero,23,SJS,C,68,12.55,12,5,17,124,NA,NA,-0.933,-2.05,2011,8
Bennett Wolf,21,PIT,D,24,0,0,1,1,14,NA,NA,-1.082,-0.9,1981,-1
Benoit-Olivier Groulx,23,ANA,C,45,12.18,0,2,2,32,NA,NA,-1.732,-2.51,2024,-9
Benoît Brunet,29,MTL,LW,537,0,101,160,261,841,NA,NA,0.018,0.31000000000000005,1998,45
Benoît Gratton,22,WSH,LW,30,0,5,6,11,37,NA,NA,-0.292,-0.28,1999,-1
Benoît Hogue,31,DAL,LW,944,5.06,NA,NA,NA,NA,NA,NA,0.407,13.26,1998,NA
Benoît Pouliot,30,EDM,LW,549,14.16,123,114,237,901,NA,NA,-0.156,-2.75,2017,31
Bernie Federko,20,STL,C,1000,0,369,761,1130,2074,NA,NA,0.994,32.06,1977,-131
Bernie Geoffrion,36,NYR,RW,59,0,5,16,21,84,NA,NA,-0.968,-1.84,1968,1
Bernie Johnston,23,CAR,C,57,0,12,24,36,88,NA,NA,-0.338,-0.62,1980,5
Bernie Lukowich,21,PIT,RW,79,0,13,15,28,80,NA,NA,-0.637,-1.62,1974,0
Bernie Nicholls,36,SJS,C,1117,0,475,732,1207,3220,NA,NA,1.063,38.29,1998,-35
Bernie Parent,22,PHI,G,540,58.05,NA,NA,NA,NA,14193,0.92,1.177,29.47,1968,NA
Bernie Wolfe,24,WSH,G,119,51.19,NA,NA,NA,NA,3017,0.87,-0.645,-3.45,1976,NA
Bert Marshall,24,CLE,D,750,0,17,152,169,798,NA,NA,-0.302,-7.81,1968,25
Bert Robertsson,23,VAN,LW,121,0,4,10,14,63,NA,NA,-0.836,-3.43,1998,-8
Bert Wilson,25,NYR,LW,473,0,36,43,79,364,NA,NA,-1.233,-18.81,1975,-46
Bill Baker,24,MTL,D,143,0,7,25,32,145,NA,NA,-1.075,-5.3,1981,-29
Bill Barber,20,PHI,LW,903,0,420,463,883,3246,NA,NA,1.335,38.910000000000004,1973,312
Bill Bennett,26,CAR,LW,24,0,3,3,6,15,NA,NA,-0.885,-0.69,1980,1
Bill Berg,30,NYR,C,539,0,54,65,119,682,NA,NA,-0.792,-13.78,1998,-47
Bill Butters,27,DAL,D,72,0,1,4,5,35,NA,NA,-0.939,-2.34,1978,-16
Bill Clement,21,PHI,C,719,0,148,208,356,1092,NA,NA,-0.411,-9.55,1972,-21
Bill Collins,24,DAL,RW,768,0,157,154,311,1468,NA,NA,-0.346,-8.55,1968,-121
Bill Derlago,21,TOR,C,546,0,185,223,408,1140,NA,NA,0.274,4.83,1980,-91
Bill Fairbairn,23,NYR,RW,652,0,161,261,422,1273,NA,NA,0.288,6.06,1970,83
Bill Flett,24,LAK,RW,689,0,202,215,417,1935,NA,NA,0.272,6.04,1968,-53
Bill Gardner,21,CHI,C,363,0,71,113,184,446,NA,NA,-0.375,-4.390000000000001,1982,-3
Bill Goldsworthy,23,DAL,RW,731,0,277,251,528,2333,NA,NA,0.826,19.48,1968,-103
Bill Guerin,38,PIT,RW,1258,3.24,429,426,855,3685,NA,NA,0.902,36.62,2009,50
Bill Hajt,23,BUF,D,848,0,42,200,242,853,NA,NA,0.457,13.38,1975,321
Bill Heindl,24,DAL,LW,12,0,1,1,2,18,NA,NA,-1.178,-0.46,1971,-1
Bill Hicke,29,CLE,RW,274,0,81,101,182,610,NA,NA,0.537,4.75,1968,-82
Bill Hogaboam,24,DET,C,318,0,78,107,185,565,NA,NA,-0.212,-2.17,1974,-81
Bill Houlder,30,SJS,D,821,0,58,186,244,1029,NA,NA,0.173,4.91,1998,28
Bill Huard,30,EDM,LW,217,0,16,18,34,125,NA,NA,-0.898,-6.29,1998,-16
Bill Kitchen,24,TOR,D,29,0,1,4,5,21,NA,NA,-0.808,-0.81,1985,-10
Bill Lesuk,24,PHI,LW,380,0,44,62,106,622,NA,NA,-0.845,-10.36,1971,-69
Bill Lindsay,26,FLA,LW,777,0,83,141,224,1129,NA,NA,-0.565,-14.14,1998,-27
Bill Lochead,20,DET,RW,323,0,69,62,131,544,NA,NA,-0.367,-3.8299999999999996,1975,-68
Bill Masterton,29,DAL,C,38,0,4,8,12,83,NA,NA,-1.018,-1.25,1968,-2
Bill McCreary,33,STL,LW,294,0,51,57,108,554,NA,NA,-0.53,-5.04,1968,11
Bill McDougall,27,TBL,C,22,0,3,3,6,26,NA,NA,-0.79,-0.56,1994,-4
Bill McKenzie,24,DET,G,86,53.13,NA,NA,NA,NA,2053,0.87,-1.232,-4.9,1974,NA
Bill Mikkelson,23,LAK,D,146,0,4,18,22,94,NA,NA,-1.36,-6.85,1972,-146
Bill Muckalt,24,VAN,RW,248,0,35,54,89,361,NA,NA,-0.267,-2.1300000000000003,1999,-5
Bill Nyrop,23,MTL,D,207,0,12,51,63,168,NA,NA,0.66,4.71,1976,133
Bill O'Dwyer,25,LAK,C,109,0,9,12,21,124,NA,NA,-1.129,-3.96,1985,-7
Bill Oleschuk,23,NJD,G,40,52.88,NA,NA,NA,NA,946,0.87,-0.426,-0.76,1979,NA
Bill Orban,23,CHI,LW,105,0,8,13,21,83,NA,NA,-1.208,-4.09,1968,-21
Bill Plager,22,DAL,D,253,0,4,34,38,198,NA,NA,-0.893,-7.8,1968,-58
Bill Ranford,31,WSH,G,637,55.51,NA,NA,NA,NA,15981,0.89,-0.238,-6.38,1998,NA
Bill Riley,26,WSH,RW,138,0,31,30,61,147,NA,NA,-0.156,-0.7,1977,-17
Bill Root,23,MTL,D,247,0,11,23,34,232,NA,NA,-0.598,-5.11,1983,-16
Bill Speer,25,PIT,D,129,0,5,20,25,149,NA,NA,-0.374,-1.66,1968,-22
Bill Stewart,20,BUF,D,246,0,7,62,69,241,NA,NA,-0.082,-0.6900000000000001,1978,12
Bill Sutherland,33,PHI,LW,250,0,70,58,128,393,NA,NA,0.3,2.42,1968,6
Bill Thomas,23,ARI,RW,24,0,8,6,14,60,NA,NA,0.342,0.26,2007,-6
Bill Watson,21,CHI,RW,103,0,21,35,56,174,NA,NA,-0.231,-0.77,1986,14
Bill White,28,LAK,D,604,0,50,215,265,1064,NA,NA,0.885,18.45,1968,159
Billy Carroll,22,NYI,C,322,0,30,54,84,223,NA,NA,-1.073,-11.16,1981,4
Billy Dea,34,PIT,LW,251,0,42,26,68,341,NA,NA,-0.661,-5.36,1968,-48
Billy Harris,32,CLE,C,1033,0,250,361,611,1901,NA,NA,0.073,2.4499999999999993,1968,-45
Billy Inglis,24,LAK,C,26,0,1,2,3,26,NA,NA,-1.396,-1.17,1968,-10
Billy MacMillan,27,TOR,RW,446,0,74,77,151,600,NA,NA,-0.589,-8.47,1971,0
Billy Smith,22,NYI,G,674,56.48,NA,NA,NA,NA,17075,0.89,0.791,25.12,1973,NA
Billy Sweezey,26,CBJ,D,9,17.12,0,1,1,3,NA,NA,-0.854,-0.26,2023,-3
Billy Tibbetts,26,PIT,RW,71,0,2,8,10,64,NA,NA,-1.054,-2.42,2001,-18
Blaine Lacher,24,BOS,G,35,56.14,NA,NA,NA,NA,726,0.9,0.227,0.3,1995,NA
Blaine Stoughton,20,PIT,LW,526,0,258,191,449,1324,NA,NA,1.254,21.28,1974,-93
Blair Atcheynum,28,STL,RW,192,0,27,32,59,262,NA,NA,-0.372,-2.31,1998,-18
Blair Betts,29,PHI,C,231,3.44,26,18,44,298,NA,NA,-0.904,-6.75,2010,-8
Blair Chapman,20,PIT,RW,402,0,106,125,231,748,NA,NA,0.025,0.3200000000000002,1977,-44
Blair Jones,23,TBL,C,34,5.28,1,2,3,32,NA,NA,-1.418,-1.5499999999999998,2010,-5
Blair MacDonald,26,EDM,RW,219,0,91,100,191,583,NA,NA,0.872,6.159999999999999,1980,-8
Blair Stewart,20,DET,LW,221,0,34,43,77,295,NA,NA,-0.743,-5.3,1974,-69
Blake Coleman,25,NJD,C,582,15.8,144,127,271,1392,NA,NA,-0.163,-3.06,2017,38
Blake Comeau,30,COL,LW,849,15.59,132,186,318,1452,NA,NA,-0.645,-17.69,2017,-96
Blake Dunlop,20,DAL,C,544,0,130,272,402,853,NA,NA,0.024,0.4199999999999998,1974,-12
Blake Lizotte,22,LAK,C,283,12.86,38,65,103,350,NA,NA,-0.68,-6.21,2020,30
Blake Pietila,23,NJD,LW,29,13.19,0,2,2,31,NA,NA,-1.794,-1.67,2017,-12
Blake Sloan,23,DAL,RW,290,0,11,32,43,265,NA,NA,-1.01,-9.45,1999,-17
Blake Wesley,21,PHI,D,296,0,18,45,63,301,NA,NA,-0.776,-7.92,1981,-32
Blake Wheeler,30,WPG,RW,1172,18.19,321,622,943,2955,NA,NA,0.757,28.599999999999998,2017,67
Bo Berglund,28,COL,RW,120,0,26,37,63,141,NA,NA,-0.185,-0.7200000000000001,1984,5
Bo Horvat,21,VAN,C,771,18.79,253,280,533,1885,NA,NA,0.678,16.84,2017,-59
Bob Attwell,21,NJD,RW,15,0,0,4,4,11,NA,NA,-1.288,-0.62,1981,1
Bob Barlow,34,DAL,C,70,0,16,17,33,157,NA,NA,-0.194,-0.44,1970,-4
Bob Bassen,32,DAL,LW,748,0,85,142,227,821,NA,NA,-0.718,-17.35,1998,1
Bob Baun,31,CLE,D,357,0,11,76,87,587,NA,NA,-0.01,-0.13000000000000006,1968,36
Bob Beers,23,BOS,D,255,0,28,78,106,455,NA,NA,-0.455,-4,1991,-78
Bob Berry,27,LAK,LW,539,0,159,191,350,926,NA,NA,0.543,9.43,1971,-7
Bob Blackburn,31,PIT,D,124,0,8,12,20,136,NA,NA,-0.313,-1.3399999999999999,1970,-16
Bob Boughner,26,BUF,D,630,0,15,57,72,388,NA,NA,-0.445,-9.64,1998,27
Bob Bourne,20,NYI,C,964,0,258,324,582,1741,NA,NA,0.039,1.2199999999999998,1975,118
Bob Brooke,24,NYR,RW,438,0,68,95,163,725,NA,NA,-0.601,-8.5,1985,-44
Bob Champoux,31,CLE,G,17,54.24,NA,NA,NA,NA,447,0.85,-2.605,-2.25,1974,NA
Bob Cook,27,DET,RW,68,0,13,8,21,126,NA,NA,-0.722,-1.58,1973,-18
Bob Corkum,30,ARI,C,712,0,95,103,198,1059,NA,NA,-0.607,-13.959999999999999,1998,-75
Bob Crawford,23,STL,RW,235,0,70,70,140,472,NA,NA,0.131,0.99,1983,-24
Bob Dailey,20,VAN,D,561,0,94,231,325,1380,NA,NA,0.616,11.9,1974,62
Bob Dillabough,26,PIT,C,161,0,19,29,48,169,NA,NA,-0.87,-4.53,1968,-35
Bob Errey,33,NYR,RW,895,0,170,212,382,1270,NA,NA,-0.212,-6.12,1998,57
Bob Essensa,33,EDM,G,437,54.61,NA,NA,NA,NA,10733,0.9,0.32,7.21,1998,NA
Bob Falkenberg,22,DET,D,20,0,0,3,3,14,NA,NA,-0.564,-0.39,1968,-2
Bob Fitchner,29,COL,C,70,0,11,20,31,87,NA,NA,-0.578,-1.31,1980,-24
Bob Froese,24,PHI,G,242,55.51,NA,NA,NA,NA,5606,0.89,0.843,8.48,1983,NA
Bob Gainey,20,MTL,LW,1160,0,239,262,501,2094,NA,NA,-0.398,-14.87,1974,201
Bob Gassoff,20,STL,D,245,0,11,47,58,311,NA,NA,-0.325,-2.75,1974,-13
Bob Girard,26,CLE,LW,304,0,45,69,114,365,NA,NA,-0.62,-6.09,1976,-53
Bob Gladney,26,PIT,D,13,0,1,5,6,15,NA,NA,0.629,0.28,1984,-1
Bob Gryp,24,WSH,LW,73,0,11,13,24,97,NA,NA,-0.856,-2.0100000000000002,1975,-42
Bob Halkidis,19,BUF,D,242,0,7,31,38,194,NA,NA,-0.691,-5.77,1986,-5
Bob Hess,19,STL,D,322,0,27,95,122,495,NA,NA,0.303,3.37,1975,-6
Bob Hoffmeyer,26,PHI,D,187,0,14,49,63,259,NA,NA,-0.246,-1.58,1982,-17
Bob Janecyk,27,LAK,G,90,56.95,NA,NA,NA,NA,2284,0.87,-0.232,-1,1985,NA
Bob Johnson,24,STL,G,11,53,NA,NA,NA,NA,248,0.9,0.623,0.28,1973,NA
Bob Joyce,21,BOS,LW,156,0,34,49,83,264,NA,NA,-0.091,-0.46,1988,9
Bob Kelly,20,PHI,LW,839,0,195,244,439,1542,NA,NA,-0.038,-1.0400000000000003,1971,80
Bob Kudelski,23,LAK,C,442,0,139,102,241,900,NA,NA,0.311,4.45,1988,-83
Bob Lemieux,23,CLE,D,19,0,0,1,1,23,NA,NA,-1.492,-0.98,1968,-9
Bob Lorimer,25,NYI,D,523,0,21,89,110,481,NA,NA,-0.186,-3.35,1979,29
Bob MacMillan,22,NYR,C,752,0,228,349,577,1484,NA,NA,0.551,13.36,1975,-1
Bob Manno,21,VAN,D,369,0,41,132,173,464,NA,NA,0.235,3.09,1978,-35
Bob Mason,23,WSH,G,136,55.03,NA,NA,NA,NA,3431,0.88,0.126,0.7699999999999998,1985,NA
Bob McCord,33,DAL,D,185,0,8,39,47,223,NA,NA,-0.269,-1.72,1968,-50
Bob McGill,19,TOR,D,706,0,17,55,72,441,NA,NA,-0.997,-24.27,1982,-100
Bob McManama,22,PIT,C,99,0,11,25,36,107,NA,NA,-0.96,-3.0700000000000003,1974,-6
Bob Miller,21,BOS,C,404,0,75,119,194,643,NA,NA,-0.519,-6.76,1978,-16
Bob Mongrain,20,BUF,C,58,0,10,10,20,62,NA,NA,-0.846,-1.59,1980,3
Bob Murdoch,26,MTL,D,712,0,106,208,314,1187,NA,NA,0.226,5.44,1973,56
Bob Murray,25,CGY,D,1126,0,137,396,533,2183,NA,NA,0.453,17.61,1974,22
Bob Neely,20,TOR,D,283,0,39,59,98,451,NA,NA,-0.631,-6.07,1974,-75
Bob Nevin,29,NYR,RW,664,0,182,244,426,1291,NA,NA,0.435,9.34,1968,86
Bob Nystrom,21,NYI,RW,889,0,234,277,511,1811,NA,NA,0.079,2.25,1974,121
Bob Paradise,28,CGY,D,362,0,8,54,62,235,NA,NA,-1,-12.5,1973,-116
Bob Plager,24,STL,D,616,0,20,121,141,713,NA,NA,-0.123,-2.61,1968,29
Bob Probert,32,CHI,LW,931,0,160,221,381,1096,NA,NA,-0.212,-6.37,1998,-31
Bob Pulford,31,TOR,LW,352,0,79,122,201,976,NA,NA,0.054,0.6199999999999998,1968,-80
Bob Ritchie,21,PHI,LW,18,0,6,2,8,34,NA,NA,-0.121,-0.07,1977,-13
Bob Rivard,28,PIT,C,27,0,5,12,17,62,NA,NA,-0.178,-0.16,1968,0
Bob Rouse,33,DET,D,1060,0,37,181,218,1115,NA,NA,-0.479,-17.5,1998,-34
Bob Sauvé,23,BUF,G,371,57.15,NA,NA,NA,NA,8695,0.87,-0.039,0.5299999999999999,1979,NA
Bob Sirois,21,PHI,RW,283,0,91,120,211,716,NA,NA,0.54,4.92,1976,-54
Bob Stephenson,25,CAR,RW,18,0,2,3,5,13,NA,NA,-0.892,-0.52,1980,-5
Bob Stewart,21,BOS,D,575,0,27,101,128,552,NA,NA,-0.795,-15.76,1972,-257
Bob Sullivan,25,CAR,LW,62,0,18,19,37,93,NA,NA,0.107,0.21,1983,-16
Bob Sweeney,23,BOS,C,639,0,125,163,288,886,NA,NA,-0.356,-7.34,1987,-29
Bob Wall,25,LAK,D,282,0,27,52,79,472,NA,NA,-0.454,-4.22,1968,-48
Bob Woytowich,26,DAL,D,350,0,26,92,118,572,NA,NA,0.209,2.5300000000000002,1968,-89
Bobby Allen,28,BOS,D,31,0,0,3,3,14,NA,NA,-0.804,-0.86,2007,-1
Bobby Brink,20,PHI,RW,105,13.79,15,31,46,153,NA,NA,-0.54,-1.83,2022,-11
Bobby Butler,23,OTT,LW,36,15.43,10,11,21,73,NA,NA,0.073,0.08,2011,-16
Bobby Carpenter,34,NJD,LW,1178,0,320,408,728,2647,NA,NA,0.151,5.75,1998,-82
